titulo,ubicacion,sector,precio_usd,area_m2,habitaciones,banos,parqueaderos,antiguedad_anos
"Casa/Dep en Venta de 188m² en Tumbaco, Quito",Quito,Tumbaco,171000.0,188.7,3,3,3,14
"Casa/Dep en Venta de 168m² en Centro Histórico, Quito",Quito,Centro Histórico,159900.0,168.2,4,4,3,4
"Casa/Dep en Venta de 161m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,275700.0,161.6,3,3,3,5
"Casa/Dep en Venta de 139m² en La Carolina, Quito",Quito,La Carolina,169700.0,139.5,3,2,1,18
"Casa/Dep en Venta de 250m² en González Suárez, Quito",Quito,González Suárez,327300.0,250.2,6,5,3,27
"Casa/Dep en Venta de 146m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,145000.0,146.8,3,4,3,3
"Casa/Dep en Venta de 90m² en Tumbaco, Quito",Quito,Tumbaco,123100.0,90.2,2,2,1,3
"Casa/Dep en Venta de 143m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,238500.0,143.3,3,4,2,4
"Casa/Dep en Venta de 246m² en Samborondón, Guayaquil",Guayaquil,Samborondón,469800.0,246.6,3,3,2,0
"Casa/Dep en Venta de 226m² en González Suárez, Quito",Quito,González Suárez,311800.0,226.6,3,3,3,0
"Casa/Dep en Venta de 222m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,318000.0,222.5,4,3,3,0
"Casa/Dep en Venta de 211m² en González Suárez, Quito",Quito,González Suárez,356000.0,211.8,4,3,2,11
"Casa/Dep en Venta de 185m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,260700.0,185.5,4,4,2,8
"Casa/Dep en Venta de 200m² en La Carolina, Quito",Quito,La Carolina,298100.0,200.1,4,4,3,11
"Casa/Dep en Venta de 123m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,148100.0,123.2,2,3,1,10
"Casa/Dep en Venta de 131m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,117200.0,131.9,2,2,1,2
"Casa/Dep en Venta de 157m² en Cumbayá, Quito",Quito,Cumbayá,205600.0,157.3,3,3,2,5
"Casa/Dep en Venta de 129m² en El Batán, Quito",Quito,El Batán,187900.0,129.0,3,3,1,8
"Casa/Dep en Venta de 141m² en González Suárez, Quito",Quito,González Suárez,239200.0,141.5,3,4,2,2
"Casa/Dep en Venta de 191m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,266100.0,191.4,3,4,3,2
"Casa/Dep en Venta de 222m² en Samborondón, Guayaquil",Guayaquil,Samborondón,291200.0,222.4,3,4,2,7
"Casa/Dep en Venta de 242m² en Centro Histórico, Quito",Quito,Centro Histórico,168700.0,242.5,3,3,2,12
"Casa/Dep en Venta de 139m² en Centro Histórico, Quito",Quito,Centro Histórico,123100.0,139.5,2,3,1,9
"Casa/Dep en Venta de 124m² en El Batán, Quito",Quito,El Batán,136900.0,124.3,3,3,2,2
"Casa/Dep en Venta de 203m² en La Carolina, Quito",Quito,La Carolina,246800.0,203.9,4,3,3,8
"Casa/Dep en Venta de 228m² en Tumbaco, Quito",Quito,Tumbaco,287600.0,228.8,4,4,2,3
